tweet_id,author,content,label
1963579448,EmmaLozLoz,im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/,0.00
1963579631,dUheff,fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead  im such a klutz!,0.00
1963579684,Diana512,@rpulse I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,0.00
1963579719,Brainburp928,"@electra Wow Christa, that's incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!",1.00
1963579863,lauren_7777,35 hours in the sun=rash,0.00
1963579918,Cangela25,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.,1.00
1963580020,beingnobody,"@Mr_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!",0.00
1963580660,Dyrnwyn,@kmrasmussen nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you,0.00
1963581088,jojo74tx,home from work today.....son is sick,0.00
1963581258,HL_governance,"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",0.00
1963581314,meganstk,"Home from Jack's now, can't say I'm too happy about that either",1.00
1963581344,ducky15,@gailmoscoso oo noo thats not good,0.00
1963581715,mozetti,the weekend is about to begin! Got an idea for a project that I think would be cool -- just not sure I've got the time for it right now.,0.00
1963581977,yatatatata,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",0.00
1963581999,J1000000,I lost a follower  oh well probably one of those mute ones anyway.,0.00
1963582277,JHollywood64,last day of work  ...but everyone is making it so great!,1.00
1963582460,rhyno1975,@microautoe  One more day baby.,1.00
1963582725,LeslieYoung777,I've been dead the past 2 days...the flu sucks,0.00
1963582751,yukoncorne1ius,urban think fail. chai latte is not good there,0.00
1963583023,WierdCrazyMofo,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,1.00
1963583321,deejay_sleepy,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8,0.00
1963583515,PenniRocks,@remiransom i wanted to see that.  enjoy it!,1.00
1963583565,limeice,@leztah The dayem computer  #twpp,1.00
1963583612,sierraquinn14,"63 days of summer holiday left, and they are going way too slow! When will school get here???",0.00
1963583975,SandraD01,Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE,1.00
1963584101,miriam_la,lost my tooth 2day whilst i was eating gum...oww,1.00
1963584992,jessicadawn510,i just found a crack in my baking bowl...milk spilled everywhere,1.00
1963585709,addictedtotext,@jess_lokelani  i have no idea!,1.00
1963585734,mariospeedwagon,"@melissa_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",0.00
1963585864,colmgmg,back from dinner w. my family. i'm not meeting christine anymore  sunny weather tomorrow and a day out &amp; about. i want red bull!,0.00
1963586510,DWsLala,@YoungQ  ahhhh it won't let me watch the video on my phone,0.00
1963586602,lucyHULLENxo,someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent,1.00
1963586744,serda23,@Bwadoo that doesnt look good at all.,0.00
1963587139,a_rabbit,is gaining weight.  rather,0.00
1963587393,vanzile_504,I lost my artistic abilities,0.00
1963587400,Cherrim,love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.,1.00
1963587469,LollyxThexPop,"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?",0.00
1963587536,Bralex29,I miss my 8703,0.00
1963587689,paulaflag,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad,1.00
1963588199,coloredeyes_xDC,i miss our walks home together,1.00
1963588212,Blork,Waaah! Masseuse is fully booked. No shoulder rub today.,1.00
1963588265,linarijkhoff,"Photovia novusnovendo) �����_o_0�����_*giggles*�����_who am i kidding? he�����_s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm",1.00
1963588292,Chriztophe,"met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young",1.00
1963588441,sezykins,@Emma300 Guess I'd better look out for a new best friend once those VIP tickets have been used! You won't want me anymore!,0.00
1963588805,JUICYJAZ,shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot;,0.00
1963588935,cthomas18,"Back from a very boring 20-20 cricket match in Canterbury. It's supposed to be big hitting, but there was only one 6. Shame",0.00
1963588952,OhheyitsKristen,I'm so sad that Cage on Daisy of Love went home this week  him crying made me tear up a bit..,0.00
1963589187,shanhansen,"Whenever, whever, sarah's in dc all summer  and sure!",1.00
1963589215,ComcastBonnie,@DarkDevilM  what's wrong,1.00
1963589370,dancomono,No tourney 'til next weekend =   http://bit.ly/2xDPf,1.00
1963590005,DayNtheLyfe,@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working,0.00
1963590233,ddeeaannnnaa89,@DuchessAmy don't cut yourself!!,1.00
1963590825,Rancidbaby13,puppy I wanted was adopted yesterday  I guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now,0.00
1963590827,19kenzie95,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!,1.00
1963592079,Bazzaa,"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank",1.00
1963592192,OpenLabs,"If you followed us recently, PLEASE dont be offended that we haven't followed back. We hit our limit.   Hopefully we will be free soon.",0.00
1963592585,imliamwalsh,@MichelleVo omgggg!! Hawaii!! That's amazing!! I wanna live there,1.00
1963592742,JournalSean,http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.,1.00
1963593339,LexiStarGirl,@michvs i wanna go home  x,1.00
1963593403,CrazyK1tten,Having dinner at the crown at south moreton with David and a stroppy teenager,1.00
1963593617,ktinaJB22,@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad,0.00
1963593925,NicoleBiziarek,Hoping the day gets better now,1.00
1963593953,MissTonix,Doctor Who has finished,1.00
1963594295,socostudio,never trust someone else's battery operated power tools when you're in a hurry,0.00
1963594527,jaimilicious,Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery,0.00
1963594646,ADiehl122,babysitting kids who won't let me play wii with them,1.00
1963594795,geekgrrl,"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?",0.00
1963595381,CyberManin,@CinderellaCaro j'ai pas vu passer ton ReBlip annonc�����_ de *Pump Up The Jam*....    pb d'adresse URL ?,1.00
1963595937,LewyLouBear,my sunburn hurts,0.00
1963596370,ladansefinie,@tommcfly say a hi to me tom  please please,0.00
1963596883,ashwini,Nobody's home tonight. Except me. Alone. Sigh. Oh how I wish @MysteriousLover was here,0.00
1963596992,arleifs,"Boa tarde, chegay",1.00
1963597199,Dashwitmeeh,@H60DSTABOY yeeeeemp  same time like yesterday,1.00
1963597290,DivaDonVon,Work time....,1.00
1963597348,julesyog,"@DawnChamberlin no, def rubbish tonight",1.00
1963597385,laurenc3191,not feeling too great today,0.00
1963597465,robin0607,looking at this website!! should be working!!,1.00
1963597514,xipeNL,@dutchcowboys Huh... PR from 5 to 2..?,0.00
1963597582,Caelsa2009,where is my melly belly when i need her ?,0.00
1963598246,Heros_Wife,"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",0.00
1963598578,javawaitress,@scotlanded It is! Wish there was one in our area.,1.00
1963598800,wide_receiver,@PinkTribble I do not consider myself to be an estate agent,0.00
1963599163,orplasmic,@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!,1.00
1963599538,Mariiniinhaa,"@tommcfly hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show",0.00
1963599556,_kwaz,@brookeburke i found out that there's sushi with fake crab meat and it's not good for you,0.00
1963599658,ConnieC27,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,0.00
1963600077,boygenius8,My graduation day... And i feel like a failure...,0.00
1963600171,StaceyECFU,I only have 2 more seasons of X-Files to watch,1.00
1963600261,weecoco,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you,0.00
1963600587,sampan22,@_chellebelle_ hey! aww i cnt view it in the UK they're blocked  what it it??x,1.00
1963600874,mizzdeejaydanja,Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction,0.00
1963601180,KimberleyBuijs,Is up way to early for a saturday  though its nearly my weekend!,1.00
1963601381,opaline1,Yah me too,1.00
1963601475,queenbkelly,Man i am being boring today not tweeting  How are you guys?,0.00
1963601955,danniezeitgeist,i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though,0.00
1963601957,DuchessAmy,"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",0.00
1963602412,FourYearSinjin,"Has work very, very soon. Way too soon!",0.00
1963602530,sonyababii,My belly is speaking to me! I need food!,1.00
1963602883,Ricadym3diva,@FamousRejects OmG U NasTY,1.00
1963603159,tmobilekeo,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t",1.00
1963603233,heatherdoucette,@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house,1.00
1963603381,jamespyles,@shadowcall I'm sorry to hear that.,0.00
1963603407,LadyMinista,"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!",0.00
1963603475,Jaggad99,Listening to Hey Zulu - Red n' Meth. Sux to be at work right now,0.00
1963603623,super__mario,Why are CDs in HMV so overpriced? �����_12.99 for @billyraycyrus? I hate having no money,0.00
1963603862,inb4rage,"A singing girl. Talented, yeah. Good to complain about? No",0.00
1963604236,drumdog00,I have clocked out for possibly my last time at Northview Middle School.,1.00
1963604429,SharonBaker75,@BugJemm  not for too long I hope x,1.00
1963604460,AshasMom,I've experienced apathy over empathy in customer service situations too many times recently.,0.00
1963605132,shambledrambler,@RaptorsForum Sigh... you know I am...,0.00
1963605655,mgm11937,"@LindseyJaffe Loved the shoutout on TweetHampton, congrats!! Hope you're feeling better, i missed you last weekend",0.00
1963605675,melmer,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too,0.00
1963605929,carineybean,ugh i need a job but no one is hiring,0.00
1963605975,asmith14,"oh my gosh  this is the hardest decision of my life! who do i chose? Jonas or Green Day,ugh",0.00
1963606061,letgotoosoon,@tommcfly you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring,0.00
1963606548,ferny_werny,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!",1.00
1963606664,janettegomez,I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to my list.,0.00
1963606870,jmabell,Must head back to the office,1.00
1963606976,veronica78,im away from the comp....  ill be back later,1.00
1963607255,DanyelleTauryce,"Its not looking too good outside  if this continues, i feel a movie night coming on...",0.00
1963607497,SkylerEvers,I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,1.00
1963607663,MzStamers,@pd1ddee i havent got a call,1.00
1963607862,londicreations,@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!,0.00
1963608177,andykant,@playspymaster I want an invite - sick of seeing all these links for people playing and being left out,1.00
1963608199,debsaenz,"Finally feels like a nice summer day, and I'm feeling sick",0.00
1963608419,haydeecm,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",1.00
1963608451,morganstreet,Getting ready to ship a care package to the daughter. She's not coming home this summer from college,1.00
1963608548,travisandsalyna,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,0.00
1963608695,mavinme,"oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!",0.00
1963608766,Beautiful_Marie,With bff @love_chrissy22 glad she got that dog out of here lol my stomatch hurts,1.00
1963608827,KatieeEmma,arghh ! i feel like a lobster ! sunburn hurts,1.00
1963608834,purlingsprite,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",0.00
1963609008,JohnMetBetty,@Beadz2Pleaz I think I might get some of that today.  My throat is killing me! It feels like it's in my lungs,0.00
1963609230,JenBrownAuthor,I miss Heroes already  Come one fall!,0.00
1963609364,CrazyMegzie,#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing,1.00
1963609374,yamaroooo,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then,1.00
1963609625,Jillzey,@itsjustgoldie Why are you insulting me? What did I do to you?,0.00
1963609762,hollytarrant,back from exmouth,1.00
1963609905,xoxomimi95,depressed; my best friends pissed @ me,0.00
1963610228,Wooooooood,Can't believe those idiots buzzed out the juggler.,0.00
1963610511,Tiffany_619,@Nunzio_Bruno what question? oh I'm not around tonight...,1.00
1963610626,aholston,All my spare time seems 'twill be spent doing homework this weekend.,0.00
1963610782,IamBereccaT,3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,0.00
1963610822,richieh,#bgt not the best song for her,1.00
1963640875,ldrichel,Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!,0.00
1963640956,sierrasaurr,I had my hair in a messy ponytail all day &amp; I took it out just now and it looks really nice (: but still messy,1.00
1963641229,casablancadonna,Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week,1.00
1963641275,jennita,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though,1.00
1963641360,ceabs,Same old customer service team member,1.00
1963641405,joelleowusu,OMG that little girl on BGT!!!!!!!!,1.00
1963641445,cloudlover,@petsaretalking this kitteh likes going in front... or behind... or to the side...of the box.,1.00
1963641558,ladybugg699,I'm feeling so frustrated...I just can't get things to work!!,0.00
1963641711,LaptopHeaven,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",0.00
1963641758,abbyrogers,Done with the Missourian for the day. No call back from Sturtz...,0.00
1963642332,rocksnstilettos,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,1.00
1963642518,elizapimp,Ewwwy. Just did campus cleanup for community service.,0.00
1963642601,noiroze,Oh gosh how I want the party to be over and done with already.,1.00
1963642746,Justine_xxx,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx,0.00
1963642961,InEveryWordISay,@NathalieCaron I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday,0.00
1963643352,MrDCash,"SMH!!!! Im sick with this bug that's going around..Almost everyone I know is sick, including me...",0.00
1963643610,Irv25,"@H0TCOMMODITY thanks, u 2!!! Idk if Im going or not... I don't feel like getting all dress up and doing my hair!!!  LOL",0.00
1963643799,SarahPsyDeal,@eedawson It's not gonna storm!  because I said so!,1.00
1963644061,EliseSchmnise,not doing relay  oh well.,1.00
1963644152,NGowers,Please don't vote for her out of sympathy!  #BGT,0.00
1963644271,katiepopsx,awwww bless her  she needs another chance.,0.00
1963644401,Ashleighh12,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,0.00
1963644458,DebbieJay,On the subject of frosty beer - My bloody fridge has conked and my beer is warm,0.00
1963644710,dESiL0ub00,Officially drugged up and taking a nap. Allergies ain't no joke. Never had them this bad since two days ago.,1.00
1963645602,KNichole25,My beautiful lil cousin @SjFindlator is going to prom today...SAD  I can't be there..but I know shes gonna look BEAUTIFUL as always...,0.00
1963645619,kat_n,@ArsenalSarah she lookd soo freaked out!!poor wee thing,0.00
1963645665,martinjbennett,"Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad",0.00
1963645711,_Melissa_4,I want it to be summer. NOW. why is it sprinkling STILL!?!?,1.00
1963645791,KlynnKempt,Stupid sun i  actually have to work now,0.00
1963645883,Sparklyeyes,argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,0.00
1963646055,jenniferricci,Being followed by compliance.  Great.   Have to watch what I say now.,1.00
1963646284,Beatlemania1,Now Im crying....  Poor thing..,0.00
1963646354,turducken6,Ouch just burned myself making soup for nico...,0.00
1963646676,fleshcanoo,@beeank haha its awesome i always have to use it when i eat,1.00
1963647537,Johelle_xo,awww holly  shes so cute! i hope they let her sing again!,1.00
1963647690,Clarissa5692,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work,0.00
1963647877,bazzyy,she made my sister cry too hahah. bless her.  i hope she can do it again.,1.00
1963648054,nicoley_poo,@brenna_boo jealous  can you add 'and I really wish nicole was here..but we all know what she's really doing' to that tweet?,0.00
1963648071,Chris10ne,@Lint1 No  Have you? And what's your favorite RHCP song?,1.00
1963648079,briancavalier,"@unscriptable yes, at an upgraded consumption rate, too",1.00
1963648090,nadianoor,@zanzoon omg!! I saw something about a flood in your area on the news... be careful zaina,0.00
1963648265,rorambenjimouse,"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",1.00
1963648293,aassshhhh,"aww i can't believe that wee girl on bgt was crying, it was so sad",0.00
1963648317,eventide89,@dylanxtra my fly? but but but he was driving me insane  aw you made me feel bad now,0.00
1963648349,aarongfoster,Bless the little girl on BGT!,0.00
1963648518,nicolydossantos,@tommcfly do you remember my spok-5?,1.00
1963648792,CoreyPrescott,@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston,1.00
1963648878,Lucie2k9,Aww Holly Steel ... Dont cry,0.00
1963648963,VictoriaKlein,"@sheagunther Damn, I'd be interested in working with Care2, but I don't live in SF anymore",0.00
1963649102,nyriane,No Westin discounts?  @AnimeExpo Anime Expo�����_ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,1.00
1963649184,eymediaprodz,enjoying a fresh mango bubble-tea slush   but still at work,0.00
1963649306,gemalouise_,awww bless her. she made me cry,1.00
1963649366,thersa,@skagod69 one of the usual 2.,1.00
1963649375,Imtia,"@shoesandbooks Lucky you I have to wear a name tag  I feel like x-mass tree when I work Tag, Keys cliped on belt and ad's aroud my neck",0.00
1963649741,kimbarweee,awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;,1.00
1963649855,Tiffa123,just got news that one of our good friends grams passed away.She was strong as a horse. You never know what tomorrow may hold.,1.00
1963649949,mrs_mkp,@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request,1.00
1963649972,InTheLittleWood,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge.",1.00
1963650021,TracyVirtOffice,@jennwadsworth So sad that schools have to close.,0.00
1963650172,kklinker,I hate that place!,0.00
1963650430,MUFT,@rocked nope i have a fifth generation ipod classic  it likes to be dumb,0.00
1963650461,chrisloftus,"@djgraham I think @darkmonkey has found it (http://bit.ly/3pj876 , but I can't play it",0.00
1963650591,ianwg65,"@Jennifalconer how tough was that, just wanted to hug her like my own",0.00
1963650712,emmacandlish,Ahhh feel sorry for that little girl  can't watch her crying xx,0.00
1963651281,chloe_hew,phone is still blocked only my fav 5 can cll me,0.00
1963651426,jordan_davis,"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol",1.00
1963651746,ImaTiaPro,"is sick, a congested forehead (its possible) and chest. Achy eyes and back, all I wanna do is sleep the weekend away!",0.00
1963651755,KimilovesJB,@emmy_563 'caus eit was school today!!!! I had a big exam...,1.00
1963651772,Megan_Hall,At the pub with the dog but seems to have misplaced friend with drinks,0.00
1963651790,adamfrazier,@MorningToast Once James Cameron touches something and revolutionizes it... someone else comes along and fucks it up,0.00
1963651806,redvers,@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex,0.00
1963651814,RawrEli,anyone have a verizon fone i can borrow for the mean time while i get my replacement?,0.00
1963651834,datMonalein,good night..have to get up so early tomorrow,1.00
1963651886,wethekingsown,@mitchelmusso not good you're not comin close to where i love on tour,1.00
1963652095,b0redmel,@kayekayekaye Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,1.00
1963652352,KristenIsKadu,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,0.00
1963652737,iknowkevin,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,0.00
1963700294,Jorriss,@datachick That version is not compatible with Vista.,0.00
1963700552,Impala_Guy,@19fischi75 ok - thats enough!,1.00
1963700587,sarah1leonard,@gfalcone601 ino :O i was near crying for her  sometimes i forget that its actually live tv =/ .....am i talkin about the sme thing?:Sxxxx,0.00
1963700746,__Kizzle,@Abbyluvsaj nice! I wish twitter would tile mine,0.00
1963700804,Els_Bels,Yikes. That poor girl on BGT. That was quite hard to watch,0.00
1963700837,mizzdeejaydanja,Cramps . . .,0.00
1963701027,enbaldarlingg,ughhh! this is the third bottle of foundation I've broken,0.00
1963701075,djlioness,First Natalie and now little Holly. This is mean,0.00
1963701092,ItsGemmaG,aww i feel so bad for Holly,0.00
1963701191,_jessperry,"omds! holly steel, bless her!  x",1.00
1963701269,fluffygodzilla,why is everyones tweets about britains got talent?! i feel left out,0.00
1963701368,PaolaaVintagee,@mitchelmusso  i can't call you im from Mexico and i don't know the code,0.00
1963701380,LozzieArmstrong,@gfalcone601 bless her lil socks... think they need to rethink the age thing me,1.00
1963701489,ninjaavie89,@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n),0.00
1963701529,xxadelxx,i wanna vote for Miley Cyrus for the mtv movie awards..but i don't know where i could  somebody could send me a link? thaank you &lt;3,1.00
1963701531,bigajm,"I hate that you can't edit loose-in-the-tweetisphere tweets, as you always notice spelling mistakes a millisecond after clicking 'update'",0.00
1963701726,_Jodii,@mitchelmusso dont you have a uk say now?,1.00
1963702521,steviliar,Somehow I have yet to accomplish a fucking thing.,0.00
1963702563,DruSoBK,Wait... @DamonAndrew and @Uchenna3... Electrik Red or Richgirl?  I'm a sucker for the later,0.00
1963702744,HardyBaby_OX,@JEFFHARDYBRAND  Aww bless hope the phones okayy  x x,0.00
1963702883,RosieS89,Playing games don't help me out of being bored!,0.00
1963702899,sheila__Mcn,@Dorkus_ Well their not gonna fit her in with this big long advertisement,0.00
1963703192,writeinink,@Scath that's a defeatist attitude,1.00
1963703521,MyNameIsLaurrra,"@Soph_Ichigo She tried to carry on aswell, bless, I suppose maybe that's why kids shouldn't be in it?",0.00
1963703940,Laurabr15,just because you're a superstar it doesn't mean you have to do that !,0.00
1963703991,msexclusice09,Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong,0.00
1963704010,eb0204,@Trickiliz13 ohhh baby!!! PDGG! ahh! im missing it! ahhh  hehaheahaaaa,0.00
1963704101,lucybirchall,"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",1.00
1963704294,SweetizChula,@decaydance --Nothing,0.00
1963704376,MelissaBernath,We are checking out and on our way home  I am rwady to be home!,1.00
1963704457,anaaliiice,"@tommcfly talk to me isn't a good idea?  i'm going to buy a gift to my friend, so you have 20 mins...",1.00
1963704566,JenJenXD,@gfalcone601 Is It The Bit Where Hollie Started Crying?,1.00
1963704716,AppleJuice1234,@FTSKirstin im depressed like so baddddd.,0.00
1963704776,IndiaReville,@gfalcone601 Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! xx,0.00
1963705243,FayeM_88,@mitchelmusso dam living in england  x,1.00
1963705316,thehazmon,@coollike  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...,0.00
1963705435,stemannion,"Unfortunatley, AerLingus no longer fly to Copenhagen so we're have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",1.00
1963705439,ArielRebel,shit got to go do the grocery.. I almost got no more food  snif snif...,0.00
1963705721,jbmcdlts,@sarahblevins3 i know!!,1.00
1963705771,traicetrak,"All the cool people I want to find for following today are #English, and I guess the English don't tweet.",1.00
1963705894,Tracey_Mac,@StephWBates  if i was closer i would deliver grub to you!,1.00
1963706059,lindsayc89,Awww that poor little girl on BGT,0.00
1963706094,NickyLovesMcFly,@gfalcone601 I know right  Poorpoor girl! It shows why they shouldn't put young people in competitions like this though (.....) -,0.00
1963706188,eilidhlive,@icklewabbit OMG you aren't online. Shock horror.,0.00
1963706210,theelfyone,"@vlastikb logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop",1.00
1963706432,LizeeH,@simplecake Bye.,1.00
1963706468,Ashleym2988,"@shtoofi  i know the feeling, working so much sucks hardcore. we need to hang out soon",0.00
1963706605,kellyballs,At the vet with a sick dog  http://twitpic.com/67clz,1.00
1963706683,andyknash,Can't paint anymore because of the light,0.00
1963706751,beingnobody,"@Bvictor Nerves I think, Im not sure",0.00
1963706815,CocaBeenSlinky,@MandyPandy32  awww for me I just think she's tooo young or just not ready for it - tis painful to watch her so upset,0.00
1963706837,iaincollins,No one is bringing snacks,0.00
1963707162,Zombrebear,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...,0.00
1963707296,grizelreyes,I want to join but i live in michigan,0.00
1963707329,twankz,Why is looking for girls names easier than looking for boys,1.00
1963707664,STeFF722,Fuck the day flies when u got 3647 things to do and only 8 hours to do it in!!,0.00
1963707902,GiovannaFidelis,@TatianeMarks quem �����_ Katy??,0.00
1963707951,TheStirgeBoy,ok bye alex have fun today,1.00
1963708480,missisousa,Zac Brown is in Virginia Beach and I'll be in NoVA,1.00
1963708497,Skylten,wtf happened? i have no feed,0.00
1963708649,ronreddog,@MashUpNicole I still have an hour.,1.00
1963708698,josydaisyJKgirl,@clairemcs i dunno if he saw it  happy birthday girl!,1.00
1963709126,AmyPrior,Omg ! BGT making me cry  . That wee girl  it's soo sad.,0.00
1963709572,Bvictor,@beingnobody aww that is sad,0.00
1963709892,easywayout,"@gfalcone601  haha, i was crying  xx",1.00
1963709922,A_R_Photography,"@RobbyWat For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl",1.00
1963710078,devilsplay,Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.,1.00
1963710159,JoshuaTindall,"#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again.",0.00
1963710302,lovelyaiko,My last full day of even day classes. I'm a little sad,0.00
1963710530,jennybunnybunns,The bunny is longing for the hoodie she left in the car   brrr....,0.00
1963710608,MadisonJean,@MikeyWags srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,1.00
1963710901,DrAsscrackNinja,doesn't want to go to work....,1.00
1963711097,Guilli_M,http://bit.ly/dIQF3 I hope some day my mom will get this message!,1.00
1963711249,IMustBeMad,It was going to happen one day but I so feel for the girl AND her mum,0.00
1963712003,LittleKatha,"@0oMiriamo0 but i like the idea going to cinema, but monday....",0.00
1963712123,J1000000,@breedimetria I feel you I have a third eye right now and right before I go see foreign boys,1.00
1963712186,AliciaMarieLivs,"@Littleradge  I'm not even in your situation and now I'm sad. I'm sorry, that's really sucky.",0.00
1963712268,GatorDeb,@casgetta what's wrong?,0.00
1963720884,ramrox95,@PlayForKeeps oh my gosh! i know! happend yesterday,1.00
1963720997,Traceysays,"Brian (cat) still hasn't shown up...I feel sad and sick, I'm afraid he's been eaten by something.    It doesn't look  good",0.00
1963721299,PrinceOfTheOC,@IMjustDaNNi Awww thats not fair to me. Now im a lil sad,0.00
1963721400,lindseystout,getting ready for work. boohoohoo i dont wanna go to work!,0.00
1963721549,mmWine,@kaydub I am using iMovie 08 and it's still not bad. I am afraid to hear what is wrong with 09,0.00
1963721786,MR2AUCE,@SOREALCRU its Gloomy in LA no sun  but its nice,0.00
1963722189,pinkcutie91,@JennLovesM5 DUDE WHAT? I WANNNNAAAA GOOOOOO,1.00
