userid,catid,rating
8444468,8990,2
8591309,19656,16
8591309,19627,1
9645949,8144,2
10533701,8144,2
10533701,16223,1
10732912,18265,2
10769137,18265,21
10886327,12370,1
11454722,19089,6
12490113,18265,8
12490113,18844,3
12490113,3309,2
12490113,9843,2
12490113,9258,8
12490113,7076,1
13200729,3088,1
13885922,8144,2
14829842,10656,5
16202381,12372,1
17040247,4892,1
18201900,8144,2
19446269,18265,1
19446269,12370,1
20037506,12519,3
21564805,2844,2
21863511,8143,2
21863511,8023,4
21919367,18265,2
21919367,16899,2
21919367,1012,4
22674141,1379,6
22677397,12519,1
2473597,12226,1
2557696,8144,4
3482077,5370,6
3482077,5494,17
3482077,19230,10
3482077,6252,2
7127877,18265,1
8085748,3651,2
8120648,17020,2
8254880,3162,2
8581059,12370,4
8581059,3651,21
8592380,18265,9
10758493,8144,2
11837712,10641,1
12072490,6858,6
12403423,1674,8
12403423,12370,1
13245400,13087,1
14822811,8318,1
14822811,12370,1
14822811,8759,2
16232934,1321,6
16424312,18265,1
16911340,16366,1
16911340,12370,1
17394338,8144,2
18005453,4516,3
19551517,303,2
20244368,12433,1
20244368,8144,22
22684966,16366,1
22717100,3651,6
23017452,8367,2
277334,3556,1
598525,17842,4
598525,16366,1
598525,12370,1
1743056,3651,1
2095737,18827,1
2776676,15581,1
2776676,16864,1
2776676,16856,4
2776676,17020,2
2776676,16899,20
2776676,16806,2
2776676,16854,9
2776676,16868,34
3017285,12370,1
3019997,12370,1
3472886,6858,18
3472886,7378,6
4112316,18265,2
7405981,12899,1
7405981,18853,3
7405981,18265,8
7693039,5848,1
9282521,12372,1
9889113,16508,1
10501934,7378,2
10642913,10207,4
10642913,10099,10
12256698,16366,1
13573066,11039,13
13573066,11036,2
14146161,8144,1
17625264,8144,5
18479846,10520,8
18479846,10447,2
21401370,7975,2
22456314,12372,1
43736,8508,1
232843,19034,12
232843,12422,2
715153,8144,1
715153,8023,1
715153,12370,1
1508192,3651,4
1508192,10746,2
4860069,18265,7
6633889,11881,6
9138715,10746,50
9138715,9516,4
9177440,11881,4
9177440,11880,1
9302503,2995,4
9302503,12899,1
9774115,12370,1
11499737,12899,2
12043972,16686,4
12043972,10746,1
12765536,19656,12
12765536,19627,3
12976900,19089,2
13616106,9893,1
13616106,19089,1
14340963,18265,1
14821018,4516,6
14821018,18265,4
15986009,19089,17
15986009,4251,1
15986009,18853,7
15986009,18943,8
16887039,4415,2
16887039,4435,18
16887039,1084,12
16887039,915,14
17228864,10641,2
19117306,5075,1
19149895,8815,7
21655703,18265,16
22012005,10271,4
22012005,10265,5
22831121,10746,1
22831121,10447,1
22831121,11772,3
22831121,11933,5
32897,8759,11
337186,4,1
1044372,6858,12
3137594,4169,1
3137594,4309,1
3708053,18265,2
3708053,12899,1
4058703,18258,1
6863192,18258,4
7805832,1233,2
9485209,12370,2
9485209,18265,6
9485209,17166,4
10429923,17721,1
10761794,7076,3
11354361,19656,2
11845052,17568,1
11845052,17562,4
11845052,17943,2
11912678,7702,1
11947187,16806,1
11947187,16357,1
12282646,11931,4
12282646,9618,2
12282646,19656,4
12282646,9399,2
12529454,3524,2
12529454,3651,10
12838489,12899,1
12838489,2543,6
13936840,9385,2
15549455,11881,2
15744904,4892,1
15744904,6856,4
15938571,7378,2
16537240,9495,1
16655814,7921,2
17893671,12899,1
18484400,18853,2
19577656,18265,9
20012346,9618,10
20394038,19656,2
20495445,6444,4
20497208,12370,1
20497208,18253,1
22319127,2767,1
22319127,18265,37
22319127,2844,2
22679742,4206,4
22679742,4415,4
22679742,4516,38
239655,10746,2
2094055,7378,2
2126617,19074,2
2779500,8714,2
4290961,12370,1
5458386,12899,1
6826567,4725,2
6826567,17166,8
6826567,12899,1
7738237,8144,5
7949171,12565,19
7949171,10537,4
8284889,10207,4
8369267,10746,11
8369267,10593,2
9690983,19089,2
11701950,10265,18
11725602,18265,1
13416396,12370,1
14227071,17385,2
14227071,12370,2
14227071,18265,1
14227071,4628,1
14227071,4725,2
15643891,9787,2
16119625,12370,1
16305574,12370,1
16305574,3651,6
16349308,6858,8
16349308,8144,1
17757711,19089,1
18393505,12370,1
19210091,12606,2
21467390,15082,1
21863543,18265,3
1995017,18265,2
2597325,5886,8
4188243,12370,2
5233564,12370,1
5713852,17262,2
6176996,12370,1
6720780,13901,4
6720780,17562,26
6720780,18265,38
6720780,12109,12
6720780,17943,2
6720780,9835,20
6720780,5848,2
6720780,12674,6
6761332,11881,4
8720533,16686,1
10688286,4319,1
11136599,11039,2
13652646,12370,2
13762122,10594,6
13762122,10746,38
13762122,10593,2
13762122,8990,4
16206923,8005,1
16206923,8144,38
16206923,8023,2
16905682,19656,12
16905682,8144,1
17063553,18844,2
18546273,4461,2
20764023,16366,1
22238739,18265,34
468717,16366,1
599498,18265,2
599498,6012,8
599498,11039,2
599498,8951,1
5125524,4219,10
7692438,3304,1
7757614,10275,12
7757614,4911,1
8805072,5709,2
8805755,17166,4
8805755,12899,1
9173762,10746,5
9173762,10594,2
9985865,11881,2
9985865,8303,2
9985865,11772,2
10574682,7378,4
10687011,11931,4
10687011,6858,1
10687011,11772,7
10693267,15883,1
11803328,16868,4
12150370,17621,10
13892933,7378,12
14228789,18850,2
14228789,18853,4
14822953,10746,22
14822953,9258,13
14822953,7310,4
14822953,11019,1
15807553,10746,4
16026912,7378,2
16347474,12372,3
18788584,6012,1
19347426,11999,28
19347426,9843,2
19347426,9893,2
19347426,12003,19
19347426,12370,1
20360898,17863,2
20360898,800,4
20360898,9516,2
20360898,1379,3
20360898,2575,2
20360898,3651,2
20360898,6301,4
20360898,17673,4
20360898,5886,2
20360898,12109,9
20878351,7354,6
11146,18265,2
1737731,8023,3
2486120,6252,3
3989537,12899,1
4895335,18265,8
6826280,6747,8
6826280,6645,5
7180561,17863,2
7180561,8144,2
7346501,1084,4
7425974,18265,8
9199019,6541,2
9199019,16003,4
9199019,6509,2
9199019,6295,2
9199019,6628,24
9199019,6516,1
10548201,12795,2
11719932,11039,12
14024963,6125,2
14024963,6252,8
14714747,14991,5
14963887,8510,6
15042305,6856,1
15062743,16782,2
16900274,16854,2
16900274,12370,1
16900274,16806,2
17057667,8144,1
17246508,16868,8
17831247,12370,1
18289963,12370,1
19227098,3556,1
19549231,12899,1
19791148,18265,2
22669629,12899,2
23017541,11881,2
1527089,10656,11
1527089,10985,4
1551961,12619,1
1861724,18265,21
1861724,12899,2
1861724,12370,1
2124402,10746,4
2828612,10985,4
2908361,3651,7
3017938,4725,2
3588650,12899,1
3829643,3309,14
3829643,3651,2
3829643,12899,1
3933898,8303,1
4343773,2331,1
4343773,19501,1
4346355,12332,1
4683599,17882,3
5367869,1813,4
5428805,18265,1
5556742,16366,2
5908450,17166,8
6155564,3309,2
6198972,10275,8
6966432,4516,1
7112854,10594,4
7874265,12334,1
8019703,12370,1
9741928,5869,4
9741928,5886,5
11614161,12370,1
11833718,18265,2
12302532,6460,6
12302532,6479,2
13076313,12496,1
14115439,16366,1
14115439,12370,1
14118950,6858,8
14118950,16366,1
14270510,6012,11
14465607,9495,4
14964847,3651,22
15160462,18265,10
15160462,18102,3
16344564,12899,2
16446300,1076,2
16446300,1127,14
16446300,1084,30
16552578,17264,2
17493337,6858,20
17493337,12965,2
17642091,12910,1
18880240,7378,5
18886607,16366,1
21441240,18265,2
22903409,11583,5
28606,6856,4
28606,19656,25
147366,19089,2
585767,18265,1
1993099,18262,1
4306972,17071,6
4998810,5494,2
5148065,10279,2
6162177,18265,2
7419375,4,1
7419375,1233,4
7646722,12370,2
7797886,5782,6
9750800,12889,3
9750800,11881,4
10871265,18265,4
11262063,12370,1
11262063,6858,5
12520500,15906,1
12750519,7891,1
12750519,9329,1
12750519,9399,2
12877497,12370,1
13193572,6347,2
13530551,7909,2
13530551,10442,2
13530551,7076,2
13530551,4139,2
13530551,10447,4
13530551,5643,2
13530551,5658,4
13530551,4151,2
13530551,7310,4
13530551,3651,6
13530551,7229,2
14191258,3092,4
16451350,4,1
17455375,13087,1
19473050,12675,6
21300283,10746,2
21315654,8725,1
21315654,8510,25
21557645,18253,1
21792452,3309,14
22338189,12370,1
22338189,14894,3
1050029,16774,1
1195937,12452,1
1968410,18853,2
1968410,18690,3
3375441,8121,3
3375441,19656,7
3375441,16366,2
3375441,6858,4
3471180,10265,4
3471180,10302,1
3505482,12109,3
4673085,11412,2
5143720,6858,6
5143720,16366,1
5147678,4341,2
5174068,10275,2
5174068,10271,1
5365454,16366,1
5838450,12645,2
5924993,12899,1
6601676,12370,1
6601676,8714,4
6610748,5212,6
6610748,12899,1
6995527,11039,16
7677438,18265,16
7890069,18828,1
7890069,18844,7
9181182,12899,1
10102528,18253,2
10305692,3651,2
11003169,17071,2
11252203,4892,1
11452196,10265,7
11452196,19501,2
11452196,18690,1
11452196,10271,7
13822341,8144,2
13822341,15389,1
16470315,12813,2
16470315,12840,2
16470315,12816,2
16470315,5923,1
16470315,18828,1
16470315,13127,1
19576344,11881,4
19576344,12370,1
19576344,11772,13
19576344,10746,2
20011904,4516,2
20358068,1813,16
21166063,4609,2
21166063,18265,4
21166063,4516,2
21166063,4701,2
21166063,4309,4
21166063,3304,1
21665738,11931,8
357844,10985,8
357844,10656,4
467421,7155,2
956385,3092,1
3282821,6012,21
3956590,11039,4
3956590,19656,4
4606817,17489,2
5351747,11039,1
5840090,10746,15
6040168,8815,2
6040168,19040,2
6040168,10265,11
6040168,10071,2
6040168,10207,2
7570582,6856,2
7570582,6858,8
8230391,4794,2
8472867,12899,1
8917990,17385,2
8917990,17562,4
8917990,12370,6
8917990,8714,8
8917990,17842,2
8917990,18265,6
10074818,3651,8
10074818,10544,3
10074818,7047,1
10074818,10656,4
10074818,9258,12
10318445,2787,3
11566725,12334,1
11966824,17071,2
12761045,10746,2
13209996,5494,3
13209996,5391,2
13670163,2331,2
13670163,1345,13
13670163,2158,1
15271243,12370,1
15970031,11019,2
15970031,4628,2
17595793,16366,1
18988679,11412,2
20288225,16957,1
21540481,15543,1
21540481,10746,6
21540481,12897,1
22398282,19631,2
22398282,19634,2
22398282,16636,1
22612781,16366,1
22612781,18265,13
23016979,10594,2
23016979,10447,4
23016979,10746,10
584145,10265,21
584145,10192,1
2557713,12518,1
2557713,12567,2
3858505,7378,14
3858505,7845,4
4567003,18732,2
5604555,17189,2
7175047,17489,2
7175047,7378,1
9409279,17383,1
9420388,19633,1
9831616,18265,1
9896296,10746,2
9896296,10594,7
9958422,10746,2
9958422,17166,4
10421471,12899,2
11489116,4516,2
11489116,18265,2
12308290,12925,1
12308290,19656,65
12308290,12370,4
12401527,12370,5
12401527,17673,2
12401527,18265,38
12663573,6645,2
12977795,2929,19
13067619,10419,7
13067619,11995,2
13067619,10447,1
13437312,18265,2
13452332,8318,2
13452332,17166,4
13452332,2995,2
14043351,3651,7
15742535,12370,1
17238128,10746,8
17238128,5108,4
17238128,8144,2
17238128,8510,4
18158364,12370,2
18158364,2844,7
19559787,11772,6
19958968,7378,1
20308362,8144,3
21428215,4628,2
21428215,4516,4
21428215,4309,3
21428215,4,1
22456695,12370,3
22783226,11881,2
1859116,10746,6
2298461,915,2
3009633,19501,1
3009633,17071,6
3172224,8144,2
4410545,8815,1
4410545,18725,4
4674255,10265,21
4674255,6858,8
4674255,10275,6
4986862,15052,1
4986862,14991,10
5947758,3651,1
8792518,9893,2
8907193,17071,2
8916263,18020,1
10787720,10265,10
11843349,3651,2
13069966,9893,1
13069966,9824,10
13604664,6645,41
13604664,6627,8
14041337,12370,1
14041337,19656,16
15430164,12433,1
16539570,8990,2
17161270,3190,2
18399620,10062,2
18738445,10746,1
18980619,3651,3
19005631,10746,2
19455578,12372,1
20037455,19089,12
20892028,105,2
22788352,10746,2
838133,6858,2
838133,15883,2
2795972,18943,2
3724477,4461,3
4057670,16366,1
8350485,6858,1
8495217,18265,2
9021786,8144,1
9036180,16366,1
9036180,6858,16
9558011,8023,2
9558011,8144,45
9650260,8144,8
10984925,10746,3
11164109,16366,1
11564029,10641,4
11564029,10640,4
11945998,8908,2
11945998,15457,2
12154898,17383,1
12154898,18265,1
13233969,18265,1
15562180,6858,1
17241862,2929,6
19433863,16366,1
19589267,12370,1
19868947,18265,1
20268683,12370,1
20268683,8510,6
20268683,11758,2
20268683,8680,8
20268683,8508,2
20268683,10746,14
20268683,10594,2
21019881,16365,1
22117188,10256,1
22246020,17489,1
22312544,3088,1
22362654,8144,10
22926843,6628,27
22926843,6494,1
22926843,16657,2
22926843,16899,1
617022,12370,2
617022,4168,4
617022,3651,1
1290553,10991,1
1290553,10746,2
1883962,18265,1
1974889,12370,1
1974889,18265,4
2472608,12370,1
2794186,7378,2
3625770,12370,1
3625770,10746,4
5295055,17166,4
5295055,16366,1
5295055,12899,1
5437099,8144,2
6253894,8144,9
6253894,6856,2
6747006,3651,2
7543091,18844,1
7543091,12899,1
8336204,7354,1
10468512,19656,2
10733046,17803,2
10733046,12899,1
10782497,10137,5
12880805,19089,2
13694812,3651,9
14162291,12372,1
14227386,12005,1
14227386,7076,2
14591593,10641,1
14859272,3651,2
14961201,12370,1
15401980,12332,1
17038743,17673,2
17038743,9787,1
17142394,16204,1
17237900,10258,8
19321729,8990,4
19781033,8023,7
21094713,12005,2
22012013,18265,9
22330911,12370,1
22330911,10656,4
22497451,3092,10
22550340,10656,10
22812740,19498,8
22812740,19656,2
22916724,8023,10
22916724,13087,1
22916724,7378,8
22916724,19656,6
22930853,6482,2
1277106,18265,12
1339325,10746,2
1627914,4309,4
1679001,16366,1
2423864,1345,2
2796626,9516,4
2796626,9618,8
2799249,11039,4
3034311,11447,3
5788294,18148,18
5788294,7378,1
10085723,9893,11
10085723,11999,2
10085723,197,11
10085723,9843,1
10085723,9835,8
10417841,18853,2
10417841,6856,2
10784246,16366,1
12171398,18265,2
14722470,3651,14
19232039,8023,2
19232039,18265,6
19968728,2787,2
20618046,12899,1
20701693,6858,2
20701693,8023,2
20943358,11039,4
22209609,4309,4
22209609,4516,2
241651,7814,4
364510,1233,14
364510,1345,2
364510,1321,8
817944,18265,2
2083184,12332,2
2083184,10275,10
2083184,12370,1
2667971,6858,2
6082674,18265,8
8228464,8341,6
8228464,10746,3
8228464,10594,1
8228464,12109,10
8228464,8347,10
9370055,10746,32
9408603,12899,2
9986302,18265,16
9986302,12370,1
10007894,18102,6
10214994,3651,1
11453609,12370,1
11930618,12899,1
11930618,10746,2
12273138,18265,9
12843420,18265,10
12997196,10271,1
12997196,10641,7
14633238,13087,1
14633238,3651,30
17041404,10746,12
19562410,16957,2
20123522,16366,1
20924960,12899,1
22056702,18265,23
130472,12619,1
130472,12675,1
357259,8130,1
1623682,16366,1
2121412,8510,2
2667908,13093,1
2667908,12370,1
3183227,18265,1
3366776,5923,1
3366776,3651,5
3366776,12370,1
4053179,12372,2
5938504,10746,1
6067992,6858,6
6248313,18265,6
6947561,10265,18
6947561,10302,10
8048419,7354,9
8724798,5108,5
8724798,10746,1
8724798,5018,1
8724798,5100,4
9543143,10275,14
9543143,19656,12
9543143,11881,6
10527789,10594,1
10527789,10746,6
10533128,12370,1
11026809,1233,3
11179791,9893,2
11681413,18265,1
11695556,18265,2
11835884,10639,2
11835884,10985,2
11835884,10656,2
11835884,10640,2
11971741,2543,12
12072613,8510,2
13690513,4287,3
13690513,17383,2
13690513,4341,2
13690513,4516,2
13690513,18265,2
13891068,10656,2
15137594,5578,1
15137594,16856,1
16664265,11931,1
16664265,11881,1
16924042,11881,2
17277498,11881,3
18390126,18853,4
18390126,18844,9
18552225,8023,2
19457316,18265,1
19586235,12899,1
19586235,18265,4
19780067,17882,1
19953931,8144,2
21677771,19230,2
2245382,19656,8
2245382,13087,1
2846301,12899,1
3868632,16366,1
4974555,19089,3
6285257,19656,6
6285257,16366,1
6285257,12370,2
6292526,2772,4
7551577,5472,4
7551577,18102,17
8595919,3238,18
9958042,4,1
10132260,4283,1
10169507,3651,1
13221997,10746,12
13698968,7996,4
14930979,915,7
16311985,1232,2
16560790,11772,4
16728300,4415,4
16728300,4435,4
16728300,16048,1
16728300,4374,8
16728300,4341,2
16792203,18265,22
16792203,12976,1
17115555,12370,1
18316921,10746,8
18316921,10302,4
18398468,17166,4
18772447,10265,2
18772447,8303,1
18772447,10275,4
18921115,3309,2
20476814,11019,1
21190780,11772,2
23035409,8815,1
23035409,17383,2
23035409,11019,1
23035409,11039,1
20490,10641,2
748571,8144,6
748571,6858,8
748571,16366,1
1432772,12370,1
1432772,12899,2
1432772,12372,1
1432772,19656,2
2234019,7378,4
3046092,16868,8
3046092,17020,1
3046092,16957,2
3046092,16854,1
3046092,11933,2
3046092,16899,3
3046092,11880,1
3046092,11881,2
3243763,12370,2
3243763,12899,1
3744046,7378,1
3850750,4516,1
4760123,18265,3
4802629,336,2
4900255,18265,24
5594926,10656,4
6015580,1220,3
6015580,3190,1
6015580,2158,1
6039784,19089,8
6039784,3651,2
6202648,12899,1
7096839,8714,2
9380688,12370,2
9395093,10746,2
9723550,1233,22
9836769,6012,1
12844432,17166,2
12844432,4892,3
12844432,12899,1
12844432,2844,1
12844432,3651,1
13548255,7378,10
14447991,7982,4
15155385,10265,2
15155385,10746,6
15418941,12370,2
15418941,6714,1
16275669,12370,1
16275669,17071,2
17237741,19074,2
18083688,7378,2
18083688,12899,2
18083688,19656,10
18308948,19447,1
22745260,6185,1
120848,16366,1
515980,12370,1
1449387,12370,2
2368195,8433,3
2368195,8815,2
3498210,12899,1
4207535,17166,12
5320845,4,1
5320845,197,24
5669227,6444,14
5910763,15572,1
5910763,9750,1
5910763,7914,2
5910763,11412,3
5910763,10286,2
5910763,11196,11
5910763,8938,1
5910763,10279,1
6035498,16365,1
6035498,18265,4
6259558,18265,2
7884157,11772,2
8356315,19074,1
9258575,17943,3
9258575,18265,1
9306932,18265,2
9512952,10265,2
10991009,8815,4
10991009,19419,3
12287931,12910,1
12499206,12619,10
13783744,12370,1
13783744,3651,1
13783744,4133,4
13935539,18265,1
16605651,2391,1
17468915,16366,1
17612146,18265,8
18295329,3651,2
19000915,12899,1
19437414,12726,1
19485051,18265,4
19485051,12899,1
22603851,12899,1
241163,12370,1
596168,12565,3
596168,12496,2
596168,12519,27
596168,12548,1
596168,12567,12
596168,12559,1
1515730,4725,2
1515730,8144,8
3620690,7931,3
3620690,7378,12
6747463,18265,1
7211192,10746,4
7211192,10594,1
7303796,10594,5
7303796,10746,4
8624808,12976,1
9262286,11000,6
11450587,10275,10
11450587,8951,9
11450587,10746,2
11450587,10302,3
11938099,3651,4
13136991,10265,6
13136991,10286,1
14013805,3651,4
15810481,6740,12
15810481,12370,1
16309093,10985,3
16309093,12370,4
16309093,10594,9
16935896,12370,1
16935896,17384,2
17042448,18732,6
17747417,3651,2
19255349,18683,4
19255349,18265,4
19799773,17562,10
19799773,12370,2
20157632,11371,16
20531232,2995,2
21557785,8303,1
22137507,3651,2
23067919,16672,2
150314,16205,1
150314,11772,7
167186,18265,5
835380,8023,1
835380,8144,1
1106160,8815,3
1646383,10275,2
2167671,16854,2
2167671,4516,2
2167671,16957,28
2167671,4628,1
2167671,12370,6
2167671,17568,1
2823312,11036,2
2823312,10746,1
2904849,10746,1
2904849,11019,4
2904849,11039,56
2904849,431,1
4880855,18853,6
5337214,16868,1
5824627,17562,10
5824627,18265,1
5824627,17383,2
8447219,18265,18
8447219,8680,12
8447219,8714,27
8933883,16366,1
9515893,12370,1
10782959,15582,1
10782959,9843,2
10994029,12899,1
11103095,18265,2
11641260,17562,4
13573966,3304,1
13794739,18853,3
13794739,18690,6
14444700,10271,2
14444700,11039,12
14444700,10071,1
14444700,11021,2
14444700,10128,3
14444700,12495,1
15419021,12370,2
16933856,18265,3
16933856,11995,2
16933856,11772,13
17772718,18265,2
18198037,12136,1
18198037,12346,1
18371820,4,1
18782446,10639,2
19453437,18265,5
19898163,16366,1
20012382,12899,2
20170302,2995,4
20585515,11000,2
1797325,19034,2
4365401,19011,1
5333440,5017,1
5333440,9787,2
5333440,17673,2
5333440,5108,2
5333440,5353,4
6145405,10302,3
6145405,4309,3
6145405,10128,2
6145405,10137,28
6145405,10207,51
6145405,10099,11
6145405,12316,1
6145405,10746,22
6427406,19656,3
7295531,6012,57
7295531,5494,24
8272392,16782,1
9603072,1396,2
10317338,10746,10
10322713,4341,2
12193279,19013,1
12193279,19011,1
12193279,19074,2
14330987,12370,1
14330987,16366,1
14330987,6858,4
15392241,12370,1
15392241,7354,5
15859877,915,5
16790332,15558,2
16790332,11772,3
17004044,4516,7
17478256,11772,19
17969049,4725,6
17969049,11772,5
17969049,4251,3
17969049,4235,10
17969049,4237,2
18647100,12370,2
19216962,12370,2
19216962,18265,5
19555144,3092,2
19555144,7378,1
19555144,3190,16
19555144,7250,6
19926546,13182,7
20023013,9329,2
20023013,8144,14
20023013,11039,4
20155103,12370,1
20155103,8908,6
20462518,3190,2
20462518,8144,4
20462518,8004,1
20462518,6858,2
20462518,18265,2
20588386,11772,4
20588386,10746,2
22366759,13784,1
22366759,1598,4
22814655,12370,2
22814655,6125,17
23053596,18265,6
422523,12910,1
628234,9618,8
1282448,6858,6
1282448,8144,2
1313976,19074,2
1313976,19011,1
1313976,8510,1
1530256,18265,6
2782252,6858,16
3240464,9258,1
3240464,7076,10
3240464,12370,1
3626879,19501,2
4905046,17842,2
4980400,6858,10
4980400,12965,1
5372387,16868,1
5706397,18833,4
5706397,18830,10
6825322,8725,2
7067143,18102,1
7211960,6482,8
8949379,12899,1
10131318,9495,1
10201283,9618,2
11225791,1076,1
11225791,325,1
11225791,2331,1
11331975,197,8
11487682,11933,16
11487682,8510,2
11487682,10746,22
11487682,10656,26
11487682,11881,2
12663988,18198,1
12777492,16366,2
12987639,6482,2
13530609,10640,2
13530609,10656,2
14237335,6125,1
14237335,6252,21
14466153,10594,16
14466153,10641,2
15664495,1728,1
15795454,19852,2
15892870,12372,1
15892870,19656,4
20638526,12899,1
20638526,18265,4
20638526,17562,7
20638526,18258,1
21612262,16899,4
21612262,10746,2
21612262,5097,1
22241309,11019,12
22593736,3092,2
22593736,3190,1
1632082,10746,2
1632082,10991,2
1632082,4168,1
3272024,3651,2
3509191,11039,10
3509191,11019,3
4862088,12748,2
4862088,18265,6
5225739,5211,5
5225739,5018,2
5225739,5597,3
5225739,5226,7
5555880,18265,2
6143379,12588,2
6143379,19466,1
7070638,3651,5
7875643,10746,38
8811102,18265,1
8811102,19022,4
8811102,4435,5
8811102,4309,1
8811102,6747,6
9849840,18265,2
12503992,8144,4
12607677,8144,1
12607677,19656,40
12886326,12899,3
14816040,7914,8
14816040,11412,26
15733100,8144,1
15914241,7076,2
15914241,16657,1
15919819,8815,2
16210059,12899,1
16721959,6509,10
17945505,17887,1
18288290,9843,2
18288290,17562,3
18309350,4341,2
19351191,12675,6
19587110,11881,2
19587110,13087,1
20369332,4516,1
20369332,12370,1
20369332,12899,2
20369332,4892,1
20385808,5166,2
20385808,6012,4
20743795,6858,4
20798915,4415,2
20835593,17189,18
20835593,10128,1
20835593,10125,10
21322690,12370,1
21322690,3651,6
22236828,10656,4
22246362,3651,2
22454165,11772,1
22454165,11886,1
22611808,913,1
22611808,7909,1
22616456,16687,1
22905073,19089,6
22907339,3162,2
822442,16366,1
822442,8144,2
822442,6856,1
1978664,875,2
2581700,12370,1
3379048,18265,19
3825241,8005,1
3825241,8144,2
4298655,18253,1
4439055,4892,3
4439055,17673,2
5592277,18198,2
5592277,17882,1
6016285,18853,2
6016285,18689,8
6016285,12370,1
6132622,12420,1
6262360,18265,1
8215105,11371,24
8273041,19230,2
8273041,17264,3
9259636,1339,1
9947319,19245,4
10061763,12370,1
10196865,18265,1
12613508,1233,6
14956806,18265,2
14956806,4312,2
15083270,10746,12
15083270,11772,4
15790159,16366,1
15790159,6858,14
20383021,18265,1
20711693,3309,11
20711693,13671,1
20711693,10288,1
20711693,17803,1
20711693,19363,2
21982554,10641,8
2342604,10265,2
3708945,18265,2
3819578,12370,1
4471742,9516,10
4688540,16366,2
5037738,18833,1
5594337,10544,4
5594337,9618,6
5594337,10746,14
5594337,10516,2
6377605,8144,10
6377605,16366,1
6377605,12370,1
7418824,3651,2
8920820,10302,1
8920820,10265,6
8920820,10746,1
8955499,17489,2
9023110,10275,2
9529523,12370,2
9734580,3651,6
11014519,16780,2
11409764,6858,12
11409764,8144,10
11568059,7155,1
11568059,7354,10
11569390,12899,1
11569390,10746,2
11593704,16996,1
13183445,3651,1
13183445,13902,4
14013853,4487,2
14466989,12081,2
15308259,1674,2
16089575,10746,2
16089575,8144,8
16439457,11772,15
16549771,4516,1
17890474,3651,4
17890474,12899,1
18315937,12370,2
18315937,18265,2
18779067,18675,1
18870987,16366,1
18883441,5923,1
18883441,18265,6
18883441,17943,2
18883441,11447,2
18883441,6012,16
18883441,5494,2
19227733,17562,10
19227733,8510,10
19227733,12370,1
19483686,11019,1
20400105,12370,1
20598337,10099,2
20636849,18265,1
21290685,16065,1
21290685,4892,1
22339971,7378,7
22944481,1548,3
259124,8144,1
422964,12370,1
686663,18265,5
961444,8510,2
2316884,12345,1
2669125,3651,1
3021677,8303,1
3743735,4892,2
5209193,16366,8
5209193,6858,8
5209193,12899,3
6531060,3651,9
6531060,2153,2
6531060,3309,12
6531060,7310,2
7869193,7250,2
7900539,16957,2
8101138,10594,3
9137719,12370,1
9137719,8908,15
9137719,9750,10
9137719,9512,10
9137719,8815,1
9137719,14299,1
9162411,18265,10
9749022,12462,1
9749022,9618,2
10297147,18265,2
10456318,12370,1
10796386,8725,6
12011288,11881,4
15623943,11880,1
15623943,10746,10
15623943,11881,4
16010900,16366,1
16175635,6482,6
16459200,6516,2
16659204,8144,72
18041382,11974,2
18428612,13087,2
18428612,19805,1
18684394,10746,6
19297996,10641,2
19585787,5923,4
19935809,18265,2
20537995,12899,1
20537995,13987,12
20910819,12899,1
21538493,18253,1
21779453,11412,2
22847505,10533,1
26056,915,2
153805,12899,1
907248,8144,2
1671157,1345,6
2205868,8680,4
3013887,10640,2
3243954,10746,21
3717376,2543,2
5263496,11039,2
5677312,6444,2
6133833,1345,2
6726794,18265,4
6726794,11772,1
6726794,16205,6
6864279,11880,3
6864279,11886,6
6864279,11919,4
6864279,11881,10
7769114,3651,8
8058422,10746,1
8058422,10594,2
8125176,6409,8
8840868,8510,10
9029829,10746,2
9045829,197,2
9416721,12370,1
10874351,6858,2
10874351,7378,4
10874351,10746,2
10874351,12519,36
11208118,12370,1
11208118,8510,2
12020767,18265,1
12761653,8023,1
12953079,4,2
12953079,3162,7
12953079,3090,1
12965985,11772,5
13663752,10108,1
13663752,10181,6
14263634,11881,2
14310906,16854,1
14310906,16868,2
14474948,10288,1
15174061,12370,3
15174061,18265,2
15433345,11880,1
16778539,11881,1
19240276,16366,1
20297490,8354,2
21341878,16277,1
617267,17882,2
1053219,8144,2
1053219,10656,2
1053219,10746,1
1088199,12370,1
1088199,16366,1
1658082,8951,2
2334423,16366,1
2334423,12370,1
2446658,16366,1
2467111,3651,1
4174896,16366,1
4518497,10594,1
4518497,12899,4
4518497,3651,4
6481130,18265,2
6710381,10746,2
6742834,2844,36
6960955,12370,1
6960955,16854,1
7528163,10641,2
8006473,3651,2
8168419,10746,1
8584262,12899,1
9276381,12334,1
9643940,12370,1
10205014,8510,2
10645407,11945,1
10645407,11881,2
10645407,11933,2
11588496,16366,1
11588496,8144,8
11911561,14942,1
11911561,2995,2
14757249,6494,6
16237723,12370,2
16237723,12899,1
17477117,18265,8
17477117,18253,1
19318643,19501,4
19318643,19419,2
19689242,8006,1
19903461,8303,1
20470409,2844,1
20470409,1233,4
20470409,12370,1
20610821,12519,2
20610821,3651,16
20610821,12370,4
21067414,17596,2
21396505,18265,5
21435757,8725,1
31146,13881,2
289334,18265,2
389421,18870,2
